ch,yue
奇昆古尼亞病毒,kei gwan gu nei aa beng duk
奇离,ke le
奇离,kei lei
奇葩,kei baa
奇葩,kei paa
奇葩异卉,kei paa ji wai
奇葩異卉,kei paa ji wai
奇離,ke le
奇離,kei lei
奈,noi
奉,fung
奊,hai
奊,kwai
奋,fan
奌,dim
奍,hyun
奎,fui
奎,kwai
奏,zau
奏,cau
奏乐,zau ngok
奏折,zau zip
奏樂,zau ngok
奐,wun
契,kai
契,kit
契,hat
契,sit
契闊,kit fut
契阔,kit fut
奒,hoi
奓,ce
奓,ci
奓,zaa
奓,se
奓脚,caa goek
奓脚,zaa goek
奓腳,caa goek
奓腳,zaa goek
奓膊,caa bok
奓鼻,caa bei
奓鼻,zaa bei
奔,ban
奕,jik
奖,zoeng
奖券,zoeng gyun
奖券,zoeng hyun
套,tou
奘,zong
奙,bun
奚,hai
奛,kong
奜,fei
奝,diu
奞,seon
奟,bang
奠,din
奡,ngou
奢,ce
奢,se
奢易俭难,ce ji gim naan
奢易儉難,ce ji gim naan
奣,wang
奤,haa
奥,ou
奥,juk
奥塞罗,ou coi lo
奥斯汀,ou si ding
奥林匹克,ou lam pat haak
奥林匹克,ou lam pat hak
奥林匹克体育场,ou lam pat hak tai juk coeng
奥林匹克精神,ou lam pat hak zing san
奥林匹克运动会组织委员会,ou lam pat hak wan dung wui zou zik wai jyun wui
奦,mou
奧,ou
奧,juk
奧塞羅,ou coi lo
奧斯汀,ou si ding
奧林匹克,ou lam pat haak
奧林匹克,ou lam pat hak
奧林匹克精神,ou lam pat hak zing san
奧林匹克運動會組織委員會,ou lam pat hak wan dung wui zou zik wai jyun wui
奧林匹克體育場,ou lam pat hak tai juk coeng
奨,zoeng
奩,lim
奪,dyut
奪眶而出,dyut hong ji ceot
奪眶而出,dyut kwaang ji ceot
奫,wan
奫,jyun
奬,zoeng
奭,sik
奮,fan
奯,kut
奰,bei
奱,lyun
奲,do
奲,ce
女,neoi
女,jyu
女仆,neoi buk
女生外向,neoi saang ngoi hoeng
女生外向,neoi sang ngoi hoeng
女生宿舍,neoi saang suk se
女神蛤,neoi san gap
女紅,neoi gung
女红,neoi gung
奴,nou
奴仆,nou buk
奵,ding
奶,naai
奶名,naai meng
奷,cin
奸,gaan
她,taa
她,ji
奺,gau
奻,naan
奼,caa
奼,zaa
好,hou
好丑命生成,hou cau meng saang seng
好丑命生成,hou cau meng saang sing
好了伤疤忘了疼,hou liu soeng baa mong liu tung
好了傷疤忘了疼,hou liu soeng baa mong liu tung
好人卡,hou jan kaat
好合,hou gaap
好听,hou teng
好命,hou meng
好嘅唔灵丑嘅灵,hou ge m leng cau ge leng
好嘅唔灵丑嘅灵,hou koi m ling cau koi ling
好嘅唔靈醜嘅靈,hou ge m leng cau ge leng
好嘅唔靈醜嘅靈,hou koi m ling cau koi ling
好声行,hou seng haang
好巧,hou kiu
好平,hou peng
好恶,hou wu
好惡,hou wu
好揪,hou cau
好易,hou ji
好欿,hou han
好正,hou zeng
好水冇几多朝,hou seoi mou gei do ziu
好水冇幾多朝,hou seoi mou gei do ziu
好玩儿,hou wun ji
好玩兒,hou wun ji
好眉好貌生沙虱,hou mei hou maau saang saa sat
好眉好貌生沙蝨,hou mei hou maau saang saa sat
好眉好貎生沙虱,hou mei hou maau saang saa sat
好窍,hou kiu
好竅,hou kiu
好立克,hou laap haak
好立克,hou laap hak
好立克,hou lap haak
好立克,hou lap hak
好聲行,hou seng haang
好聽,hou teng
好行,hou haang
好衣食,hou ji sik
好近,hou kan
好逸恶劳,hou jat wu lou
好逸惡勞,hou jat wu lou
好醜命生成,hou cau meng saang seng
好醜命生成,hou cau meng saang sing
好重要,hou zung jiu
好閒㗎啫,hou haan gaa ze
好闲㗎啫,hou haan gaa ze
奾,sin
奿,faan
妀,gei
妁,zoek
如,jyu
如坐針氈,jyu co zam zin
如坐针毡,jyu co zam zin
如果,jyu gu
如果,jyu gwo
如果係,jyu gwo hai
如果系,jyu gwo hai
如臂使指,jyu bei si zi
妃,fei
妃,pui
妄,mong
妅,hung
妆,zong
妇,fu
妈,maa
妈咪,maa mi
妈妈生,maa maa saang
妈眯,maa mi
妉,daam
妊,jam
妋,fu
妌,zing
妍,jin
妎,gaai
妎,hoi
妎,hai
妏,man
妐,zung
妑,paa
妒,dou
妓,gei
妔,haang
妕,zung
妖,jiu
妗,kam
妗婆,kam bo
妗婆,kam po
妘,wan
妙,miu
妙笔生花,miu bat sang faa
妙筆生花,miu bat sang faa
妙趣横生,miu ceoi waang saang
妙趣横生,miu ceoi waang sang
妙趣橫生,miu ceoi waang saang
妙趣橫生,miu ceoi waang sang
妚,fau
妛,ci
妜,jyut
妝,zong
妞,nau
妟,aan
妠,naap
妡,jan
妢,fan
妣,bei
妤,jyu
妥,to
妦,fung
妧,jyun
妧,wun
妨,fong
妩,mou
妪,jyu
妫,gwai
妬,dou
妭,bat
妮,nei
妮維雅,nei wai aa
妮维雅,nei wai aa
妯,zuk
妯,cau
妯,suk
妰,zoek
妱,ziu
妲,daat
妲,taan
妳,nei
妳,naai
妴,jyun
妵,tau
妶,jyun
妶,jin
妷,zat
妸,o
妹,mui
妹丁,mui deng
妹仔丁,mui zai deng
妺,mut
妻,cai
妻妾成羣,cai cip sing kwan
妻妾成群,cai cip sing kwan
妼,bat
妽,san
妾,cip
妿,aa
姀,wo
姁,heoi
姂,fat
姃,zing
姄,man
姅,bun
姅,pun
姆,mou
姇,fu
姇,fau
姈,ling
姉,zi
姊,zi
姊,ze
始,ci
姌,jim
姍,saan
姍,sin
姎,joeng
姎,ong
姏,maan
姐,ze
姑,gu
姑婆,gu bo
姑婆,gu po
姑婆屋,gu po uk
姒,ci
姓,sing
姓,seng
委,wai
委员长,wai jyun zoeng
委員長,wai jyun zoeng
委蛇,wai ji
姕,zi
姖,geoi
姗,saan
姗,sin
姘,ping
姙,jam
姚,jiu
姛,dung
姜,goeng
姝,syu
姝,zyu
姞,gat
姞,git
姟,goi
姠,hoeng
姡,kut
姡,wut
姡,waat
姢,gyun
姣,haau
姣,gaau
姣好,gaau hou
姣婆,haau bo
姣婆,haau po
姣婆守唔到寡,haau po sau m dou gwaa
姣婆紫,haau po zi
姣婆蓝,haau po laam
姣婆藍,haau po laam
姣婆遇上脂粉客,haau po jyu soeng zi fan haak
姣婆遇着脂粉客,haau po jyu zoek zi fan haak
姣尸扽笃,gaau si dan duk
姣尸扽笃,haau si dan duk
姣屍扽篤,gaau si dan duk
姣屍扽篤,haau si dan duk
姤,gau
姥,lou
姥,mou
姦,gaan
姧,gaan
姨,ji
姨甥,ji saang
姨甥,ji sang
姨甥仔,ji sang zai
姨甥女,ji sang neoi
姨甥男女,ji sang naam neoi
姩,nin
姪,zat
姫,can
姬,gei
姭,him
姮,hang
姯,gong
姯,gwong
姰,gwan
姱,kwaa
姲,aan
姳,ming
姴,lit
姵,pui
姵,bui
姶,hap
姶,jap
姷,jau
姸,jin
姹,caa
姹,zaa
姺,sin
姻,jan
姼,si
姼,ci
姽,gwai
姽,ngai
姾,cyun
姿,zi
娀,sung
威,wai
威迫,wai baak
威迫,wai bik
威重,wai zung
娂,hung
娃,waa
娄,lau
娄,leoi
娄宿,lau sau
娅,aa
娆,jiu
娇,giu
娈,lyun
娉,ping
娊,daam
娊,jin
娋,saau
娌,lei
娍,sing
娎,hit
娏,mong
娐,fu
娑,so
娒,mui
娓,mei
娓娓动听,mei mei dung teng
娓娓动听,mei mei dung ting
娓娓動聽,mei mei dung teng
娓娓動聽,mei mei dung ting
娔,hak
娕,laai
娕,cuk
娖,coek
娖,cuk
娗,tin
娗,ting
娘,noeng
娘柄,noeng bing
娙,jing
娚,naam
娛,jyu
娜,naa
娜,no
娝,pau
娞,neoi
娞,seoi
娟,gyun
娠,san
娠,zan
娡,zi
娢,ham
娣,dai
娣,tai
娤,zong
娥,ngo
娦,pan
娧,teoi
娨,haan
娩,min
娩,faan
娩,maan
娪,ng
娫,jin
娬,mou
娭,oi
娭,hei
娭,aai
娮,jin
娯,jyu
娰,ci
娱,jyu
娲,wo
娲,gwaa
娳,lei
娴,haan
娴雅,haan aa
娵,zeoi
娶,ceoi
娶,cou
娶新抱,ceoi san pou
娶新抱,cou san pou
娷,seoi
娷,zeoi
娸,hei
娹,jin
娺,to
娻,dung
娼,coeng
娽,luk
娾,ngaai
娿,o
婀,o
婀娜,o no
婀娜多姿,o naa do zi
婀娜多姿,o no do zi
婁,lau
婁,leoi
婁宿,lau sau
婂,min
婃,cung
婄,pau
婅,guk
婆,po
婆孙,bo syun
婆孫,bo syun
婇,coi
婈,ling
婉,jyun
婉,wun
婊,biu
婋,haau
婌,suk
婍,ji
婎,fai
婏,faan
婐,wo
婐,lo
婐,o
婑,wo
婒,taam
婓,fei
婔,fei
婕,zit
婕,zip
婖,tim
婗,ngai
婘,kyun
婘,gyun
婙,zing
婚,fan
婚生子女,fan sang zi neoi
婛,ging
婜,gan
婜,haan
婝,din
婞,hang
婟,wu
婠,wun
婡,loi
婢,pei
婢仆,pei buk
婣,jan
婤,cau
婤,zau
婥,coek
婦,fu
婧,zing
婨,leon
婩,joek
婩,ngon
婪,laam
婪,lam
婪心,lang sam
婫,gwan
婬,jam
婭,aa
婮,geoi
婯,lai
婰,din
婱,jin
婲,waa
婳,waak
婴,jing
婵,sim
婵,sin
婶,sam
婷,ting
婸,dong
婹,jiu
婺,mou
婻,naam
婻,nam
婼,coek
婼,joek
婼,je
婼,ji
婽,gaa
婾,jyu
婾,tau
婿,sai
媀,jyu
媁,wai
媂,dai
媃,jau
媄,mei
媅,daam
媆,jyun
媇,can
媈,fai
媉,ak
媊,zin
媊,cin
媋,ceon
媌,maau
媍,fu
媎,ze
媏,dyun
媐,hei
媑,zung
媒,mui
媓,wong
媔,min
媕,am
媖,jing
媗,hyun
媘,gaai
媙,wai
媚,mei
媛,wun
媛,jyun
媜,zing
媝,cau
媞,tai
媟,sit
媠,do
媠,to
媡,lin
媢,mou
媣,gam
媤,si
媥,pin
媦,wai
媧,wo
媧,gwaa
媨,cuk
媩,wu
媪,ou
媫,zit
媬,bou
媭,jeoi
媭,seoi
媮,tau
媮,jyu
媯,gwai
媰,co
媱,jiu
媲,bei
媲,pei
媳,sik
媳妇熬成婆,sik fu ngaau sing po
媳婦熬成婆,sik fu ngaau sing po
媴,jyun
媵,jing
媵,jan
媶,jung
媷,juk
媸,ci
媹,lau
媺,mei
媻,pun
媼,ou
媽,maa
媽咪,maa mi
媽媽生,maa maa saang
媽眯,maa mi
媾,gau
媾,kau
媾仔,kau zai
媾女,kau neoi
媿,gwai
媿,kwai
嫀,ceon
嫀,san
嫁,gaa
嫂,sou
嫃,zan
嫄,jyun
嫅,ze
嫆,jung
嫇,ming
嫇,mang
嫈,jing
嫉,zat
嫉,zaat
嫉恶如仇,zat ok jyu cau
嫉恶如仇,zat ok jyu sau
嫉惡如仇,zat ok jyu cau
嫉惡如仇,zat ok jyu sau
嫊,sou
嫋,niu
嫋繃繃,niu baang baang
嫌,jim
嫌命長,jim meng coeng
嫌命长,jim meng coeng
嫌恶,jim wu
嫌惡,jim wu
嫌隙,jim gwik
嫌隙,jim kwik
嫍,tou
嫎,pong
嫏,long
嫐,nat
嫐,nou
嫑,biu
嫒,oi
嫓,pei
嫔,ban
嫔,pan
嫕,ai
嫕,ji
嫖,piu
嫗,jyu
嫘,leoi
嫙,syun
嫚,maan
嫛,ji
嫜,zoeng
嫝,hong
嫞,jung
嫞,sung
嫞,cung
嫟,nik
嫠,lei
嫡,dik
嫢,kwai
嫣,jin
嫤,gan
嫥,zyun
嫦,soeng
嫧,zaak
嫨,hon
嫨,naan
嫩,nyun
嫪,lou
嫫,mou
嫬,ze
嫭,wu
嫮,wu
嫯,ngou
嫰,nyun
嫱,coeng
嫲,maa
嫳,pit
嫴,gu
嫵,mou
嫶,ciu
嫶,ziu
嫷,to
嫸,zin
嫹,maau
嫺,haan
嫺雅,haan aa
嫻,haan
嫼,aat
嫽,liu
嫾,lin
嫿,waak
嬀,gwai
嬁,dang
嬂,zik
嬃,jeoi
嬃,seoi
嬄,jat
嬅,waa
嬆,jap
嬇,kui
嬇,faai
嬈,jiu
嬉,hei
嬊,jin
嬋,sim
嬋,sin
嬌,giu
嬍,mei
嬎,faan
嬏,faan
嬐,cim
嬑,ji
嬒,wai
嬓,giu
嬔,faan
嬔,fu
嬕,sik
嬖,pei
嬖,bai
嬗,sin
嬘,seoi
嬙,coeng
嬚,lim
嬛,hyun
嬛,king
嬛,waan
嬜,jam
嬝,niu
嬞,dung
嬟,ji
嬠,cam
嬡,oi
嬢,noeng
嬣,ning
嬤,maa
嬤,mo
嬥,tiu
嬦,cau
嬧,zeon
嬨,ci
嬩,jyu
嬪,ban
嬪,pan
嬫,wing
嬬,jyu
嬭,naai
嬮,jim
嬯,toi
嬰,jing
嬱,cim
嬲,nau
嬲,niu
嬲休,lau jau
嬲好定笑好,lau hou ding siu hou
嬲好定笑好,nau hou ding siu hou
嬲嬲地,niu niu dei
嬲尾,lau mei
嬳,wok
嬴,jing
嬵,min
嬶,bei
嬷,maa
嬷,mo
嬸,sam
嬹,hing
嬺,lik
嬺,nik
嬻,duk
嬼,liu
嬼,lau
嬽,jyun
嬾,laan
嬿,jin
孀,soeng
孁,ling
孂,giu
孃,noeng
孄,laan
孅,cim
孆,jing
孇,soeng
孈,seoi
孉,kyun
孊,mei
孋,lei
孌,lyun
孍,jim
孎,suk
孎,zuk
孎,cuk
孎,doek
孏,laan
子,zi
子,ci
子曰詩云,zi jyut si wan
子曰诗云,zi jyut si wan
子網屏蔽碼,zi mong ping bai maa
子网屏蔽码,zi mong ping bai maa
孑,kit
孑,git
孒,kyut
孓,kyut
孔,hung
孕,jan
孖,maa
孖,zi
孖啤車,maa bi ce
孖啤车,maa bi ce
孖烟囱,maa jin tung
孖煙囪,maa jin tung
孖生,maa saang
字,zi
字里行间,zi leoi hong gaan
存,cyun
存储卡,cyun cyu kaat
存儲卡,cyun cyu kaat
存折,cyun zip
孙,syun
孙,seon
孙思邈,syun si miu
孙新妇,syun san pou
孙行者,syun hang ze
孚,fu
孛,but
孛,bui
孛,baak
孜,zi
孝,haau
孞,seon
孟,maang
孟加拉,maang gaa laa
孟加拉,maang gaa laai
孟加拉人民共和国,maang gaa laai jan man gung wo gwok
孟加拉人民共和國,maang gaa laai jan man gung wo gwok
孟加拉国,maang gaa laai gwok
孟加拉國,maang gaa laai gwok
孟加拉湾,maang gaa laai waan
孟加拉灣,maang gaa laai waan
孟加拉語,maang gaa laai jyu
孟加拉语,maang gaa laai jyu
孠,zi
孡,toi
孢,baau
季,gwai
孤,gu
孤仃仃,gu ling ling
孥,nou
学,hok
学习刻苦,hok zaap hak fu
学名,hok meng
学名,hok ming
学生,hok saang
学生,hok sang
学能测验,hok nang cak jim
学行裤,hok haang fu
孧,jau
孨,zyun
孩,haai
孩,hoi
孪,lyun
孪,syun
孪生,lyun saang
孪生,lyun sang
孫,syun
孫,seon
孫思邈,syun si miu
孫新婦,syun san pou
孫行者,syun hang ze
孬,naau
孬,bou
孬,jai
孬种,bou zung
孬种,naau zung
孬種,bou zung
孬種,naau zung
孭,me
孮,cung
孯,haan
孰,suk
孱,caan
孱,saan
孱,zaan
孱弱,saan joek
孲,aa
孳,zi
孴,ji
孵,fu
孶,zi
孷,lei
學,hok
學名,hok meng
學名,hok ming
學生,hok saang
學生,hok sang
學習刻苦,hok zaap hak fu
學能測驗,hok nang cak jim
學行褲,hok haang fu
孹,maak
孺,jyu
孻,laai
孻仔拉心肝孻女拉五臟,laai zai laai sam gon laai neoi laai m zong
孼,jip
孼,jit
孽,jip
孽,jit
孾,jing
孿,lyun
孿,syun
孿生,lyun saang
孿生,lyun sang
宀,min
宁,ning
宁,cyu
宁舍,ling se
宁舍,ning se
宂,jung
它,taa
它,to
宄,gwai
宅,zaak
宆,kung
宇,jyu
守,sau
守正不阿,sau zing bat o
安,on
安名,on meng
安塞,on coi
安重根,on zung gan
安魂弥撒,on wan nei saat
安魂彌撒,on wan nei saat
宊,dat
宋,sung
完,jyun
宍,juk
宎,jiu
宎,ngaau
宏,wang
宐,ji
宑,jing
宒,zeon
宓,mat
宓,fuk
宔,zyu
宕,dong
宖,wang
宗,zung
宗喀巴,zung kaa baa
官,gun
官名,gun meng
官学生,gun hok saang
官學生,gun hok saang
官差,gun caai
宙,zau
定,ding
定,deng
定金,deng gam
宛,jyun
宛,wun
宜,ji
宜咿哦哦,ji ji o o
宝,bou
宝刹,bou caat
宝刹,bou saat
宝瓶座,bo ping zo
宝瓶座,bou ping zo
宝藏,bou zong
宝贝疙瘩,bou bui ngat daap
宝达邨,bou taat cyun
实,sat
实习生,sat zaap saang
实习生,sat zaap sang
实净,sat zeng
实净,sat zing
实掘掘,sat gwak gwak
实掘掘,sat gwat gwat
实死无生,sat sei mou saang
实食冇黐牙,sat sek mou ci ngaa
实食冇黐牙,sat sik mou ci ngaa
実,sat
宠,cung
审,sam
审判长,sam pun zoeng
审度,sam dok
审度,sam dou
审时度势,sam si dok sai
审校,sam gaau
审计长,sam gai zoeng
审订,sam ding
客,haak
客戶服務器結構,haak wu fuk mou hei git kau
客户服务器结构,haak wu fuk mou hei git kau
宣,syun
室,sat
室內樂,sat noi ngok
室内乐,sat noi ngok
宥,jau
宦,waan
宧,ji
宨,tiu
宩,si
宪,hin
宫,gung
宫商角征羽,gung soeng gok zi jyu
宫商角征羽,gung soeng gok zing jyu
宬,sing
宭,kwan
宮,gung
宮商角徵羽,gung soeng gok zi jyu
宮商角徵羽,gung soeng gok zing jyu
宯,haau
宰,zoi
宰牲節,zoi sang zit
宰牲节,zoi sang zit
宱,zaa
宲,bou
害,hoi
害,hot
宴,jin
宴請,jin ceng
宴請,jin cing
宴请,jin ceng
宴请,jin cing
宵,siu
家,gaa
家,ze
家,gu
家什,gaa zaap
家仆,gaa buk
家俱,gaa geoi
家俱,gaa keoi
家声,gaa sing
家居环境,gaa geoi waan geng
家居環境,gaa geoi waan geng
家己侬,gaa gi laang
家己儂,gaa gi laang
家己冷,gaa gi laang
家生,gaa saang
家聲,gaa sing
家里,gaa leoi
家長,gaa zoeng
家长,gaa zoeng
宷,coi
宷,sam
宸,san
容,jung
容乜易,jung mat ji
容易,jung ji
宺,fong
宻,mat
宼,kau
宽,fun
宽松,fun sung
宾,ban
宾垆啖嘅场面,ban heoi gam ge coeng min
宿,suk
宿,sau
寀,coi
寁,zaam
寂,zik
寃,jyun
寄,gei
寄名,gei meng
寄声,gei sing
寄聲,gei sing
寅,jan
密,mat
密使,mat si
密克罗尼西亚,mat haak lo nei sai aa
密克罗尼西亚,mat hak lo nei sai aa
密克罗尼西亚联邦,mat hak lo nei sai aa lyun bong
密克羅尼西亞,mat haak lo nei sai aa
密克羅尼西亞,mat hak lo nei sai aa
密克羅尼西亞聯邦,mat hak lo nei sai aa lyun bong
密净,mat zeng
密实姑娘假正经,mak sat gu noeng gaa zing ging
密实姑娘假正经,mat sat gu noeng gaa zing ging
密實姑娘假正經,mak sat gu noeng gaa zing ging
密實姑娘假正經,mat sat gu noeng gaa zing ging
密斟,mak zam
密斟,mat zam
密淨,mat zeng
密瓜,mak gwaa
密食当三番,mak sik dong saam faan
密食当三番,mat sik dong saam faan
密食當三番,mak sik dong saam faan
密食當三番,mat sik dong saam faan
寇,kau
寈,cing
寉,hok
寊,zing
寋,gin
富,fu
富商大賈,fu soeng daai gu
富商大贾,fu soeng daai gu
富商巨賈,fu soeng geoi gu
富商巨贾,fu soeng geoi gu
寍,ning
寎,bing
寏,jyun
寐,mei
寑,cam
寒,hon
寒伧,hon cong
寒傖,hon cong
寒武紀生命大爆發,hon mou gei sang ming daai baau faat
寒武纪生命大爆发,hon mou gei sang ming daai baau faat
寓,jyu
寔,sat
寔,zik
寕,ning
寖,zam
寗,ning
寘,zi
寘,tin
寙,jyu
寚,bou
寛,fun
寜,ning
寝,cam
寞,mok
察,caat
察雅,caat aa
寠,geoi
寠,lau
寡,gwaa
寡瀎瀎,gwaa met met
寢,cam
寣,fu
寣,fat
寤,ng
寥,liu
實,sat
實掘掘,sat gwak gwak
實掘掘,sat gwat gwat
實死無生,sat sei mou saang
實淨,sat zeng
實淨,sat zing
實習生,sat zaap saang
實習生,sat zaap sang
實食冇黐牙,sat sek mou ci ngaa
實食冇黐牙,sat sik mou ci ngaa
寧,ning
寧舍,ling se
寧舍,ning se
寨,zaai
審,sam
審判長,sam pun zoeng
審度,sam dok
審度,sam dou
審時度勢,sam si dok sai
審校,sam gaau
審訂,sam ding
審計長,sam gai zoeng
寪,wai
寫,se
寬,fun
寭,wai
寮,liu
寯,zeon
寰,waan
寱,ngai
寲,ji
寳,bou
寴,can
寵,cung
寶,bou
寶剎,bou caat
寶剎,bou saat
寶瓶座,bo ping zo
寶瓶座,bou ping zo
寶藏,bou zong
寶貝疙瘩,bou bui ngat daap
寶達邨,bou taat cyun
寷,fung
寸,cyun
寸步难行,cyun bou naan haang
寸步难行,cyun bou naan hang
寸步難行,cyun bou naan haang
寸步難行,cyun bou naan hang
对,deoi
对勼,deoi gau
对折,deoi zip
对流层顶,deoi lau cang deng
对顶角,deoi deng gok
寺,zi
寻,cam
寻日朝,cam jat ziu
寻晚黑,cam maan haak
寻晚黑,cam maan hak
导,dou
寽,lyut
対,deoi
寿,sau
尀,po
封,fung
封頂,fung deng
封顶,fung deng
専,zyun
尃,fu
射,se
射,je
射,jik
射,sik
射雕英雄传,se diu jing hung zyun
射頻噪聲,se pan cou sing
射频噪声,se pan cou sing
射鵰英雄傳,se diu jing hung zyun
尅,hak
将,zoeng
将,coeng
将校,zoeng gaau
將,zoeng
將,coeng
將校,zoeng gaau
專,zyun
專門機構,zyun mun gei kau
尉,wai
尉,wat
尉,wan
尊,zyun
尊,zeon
尊师重道,zyun si zung dou
尊師重道,zyun si zung dou
尊賢使能,zyun jin si nang
尊贤使能,zyun jin si nang
尊重,zyun zung
尊長,zyun zoeng
尊长,zyun zoeng
尋,cam
尋日朝,cam jat ziu
尋晚黑,cam maan haak
尋晚黑,cam maan hak
尌,syu
對,deoi
對勼,deoi gau
對流層頂,deoi lau cang deng
對頂角,deoi deng gok
導,dou
小,siu
小䴙䴘,siu pik tai
小传,siu zyun
小便宜,siu pin ji
小傳,siu zyun
小名,siu meng
小声,siu sing
小学生,siu hok saang
小學生,siu hok saang
小玩意,siu wun ji
小聲,siu sing
小腌,siu jim
小膁,siu jim
小行星,siu hang sing
小裏小氣,siu lei siu hei
小豆丁,siu dau deng
小雅,siu aa
小鵑鳩,siu gyun kau
小鷿鷈,siu pik tai
小鹃鸠,siu gyun kau
小麥胚芽,siu mak pui ngaa
小麦胚芽,siu mak pui ngaa
尐,dit
尐,zik
尐,zit
少,siu
少不更事,siu bat gang si
少校,siu gaau
尒,ji
尓,ji
尔,ji
尕,gaa
尖,zim
尖声,zim sing
尖声啼哭,zim seng tai huk
尖聲,zim sing
尖聲啼哭,zim seng tai huk
尖頂,zim deng
尖顶,zim deng
尗,suk
尘,can
尘埃落定,can oi lok ding
尙,soeng
尚,soeng
尛,mo
尜,gaat
尝,soeng
尞,liu
尟,sin
尠,sin
尡,kwan
尢,jau
尢,wong
尣,wong
尤,jau
尥,liu
尦,liu
尧,jiu
尨,mong
尨,mung
尨,pong
尩,wong
尪,wong
尫,wong
尬,gaai
尭,jiu
尮,do
尯,kwai
尰,zung
尰,cung
就,zau
就嚟嘞,zau lei laak
就里,zau leoi
尲,gaam
尳,gwat
尳,wat
尴,gaam
尵,teoi
尶,gaam
尷,gaam
尸,si
尹,wan
尺,cek
尺,ce
尻,haau
尻,hou
尼,nei
尼雅,nei aa
尼龍,nai lung
尼龍,nei lung
尼龍搭釦,nei lung daap kau
尼龍絲襪,nei lung si mat
尼龙,nai lung
尼龙,nei lung
尼龙丝袜,nei lung si mat
尼龙搭扣,nei lung daap kau
尽,zeon
尾,mei
尾冚,mei kam
尾声,mei sing
尾聲,mei sing
尿,niu
尿,seoi
尿壸,niu wu
尿壼,niu wu
局,guk
局長,guk zoeng
局长,guk zoeng
屁,pei
屁輕,pei heng
屁轻,pei heng
层,cang
屃,ai
屃,hei
屄,bei
屄,hai
居,geoi
居,gei
屆,gaai
屇,tin
屈,wat
屈,gwat
屈㞘,gwat duk
屈㞘,wat dok
屈头,gwat tau
屈头,wat tau
屈头鸡,wat tau gai
屈尾龍,gwat mei lung
屈尾龙,gwat mei lung
屈擂槌,gwat leoi ceoi
屈断咗,wat tyun zo
屈斷咗,wat tyun zo
屈頭,gwat tau
屈頭,wat tau
屈頭雞,wat tau gai
屉,tai
届,gaai
屋,uk
屋㞘,uk dok
屋檐,uk jam
屋檐,uk jim
屋檐,uk sim
屋漏更遭连夜雨,uk lau gang zou lin je jyu
屋漏更遭連夜雨,uk lau gang zou lin je jyu
屋簷,uk jim
屋簷,uk sim
屋頂,uk deng
屋顶,uk deng
屌,diu
屌佢卤味黑过鬼呀,diu keoi lou mei hak gwo gwai aa
屌佢鹵味黑過鬼呀,diu keoi lou mei hak gwo gwai aa
屌那妈顶硬上,diu naa maa deng ngaang soeng
屌那媽頂硬上,diu naa maa deng ngaang soeng
屌鳩撚柒你個冚家仱,diu gau lan cat nei go ham gaa ling
屌鸠撚柒你个冚家仱,diu gau lan cat nei go ham gaa ling
屍,si
屎,si
屎,hei
屎䍇,si taap
屎窍,si kiu
屎竅,si kiu
屏,ping
屏,bing
屏息,bing sik
屏气,bing hei
屏氣,bing hei
屏營,bing jing
屏营,bing jing
屏蔽,bing bai
屏蔽,ping bai
屏退,bing teoi
屏除,bing ceoi
屐,kek
屑,sit
屒,zan
屓,ai
屓,hei
屔,nai
屔,nei
展,zin
展玩,zin wun
屖,sai
屖,cai
屗,cyun
屘,mei
屙,o
屙㞎㞎,o bet bet
屙尿唔上壁,o niu m soeng bek
屙渜,o nan
屚,lau
屛,bing
屛,ping
屜,tai
屝,fai
屝,fei
属,suk
属,zuk
属垣有耳,zuk wun jau ji
属文,zuk man
属格,zuk gaak
屟,sip
屟,sit
屠,tou
屠,ceoi
屡,leoi
屢,leoi
屣,saai
層,cang
履,lei
履,leoi
屦,geoi
屧,sip
屧,sit
屨,geoi
屩,goek
屪,liu
屫,goek
屬,suk
屬,zuk
屬垣有耳,zuk wun jau ji
屬文,zuk man
屬格,zuk gaak
屭,ai
屭,hei
屮,cit
屯,tyun
屯,zeon
屯,seon
屰,jik
山,saan
山凹,saan aau
山凹,saan nap
山坡地,saan po dei
山岭,saan leng
山岭,saan ling
山嶺,saan leng
山嶺,saan ling
山斑鳩,saan baan kau
山斑鸠,saan baan kau
山旮旯嘅地方,saan kaa laa ge dei fong
山旯旮,saan kaa laa
山皇鳩,saan wong kau
山皇鸠,saan wong kau
山里红,saan leoi hung
山頂,saan deng
山頂,saan ding
山顶,saan deng
山顶,saan ding
山鶺鴒,saan zek ling
山鹡鸰,saan zek ling
屲,saan
屳,sin
屴,lik
屴,lak
屵,ngon
屶,wui
屷,wui
屸,lung
屹,ngat
屹,gat
屺,hei
屻,jan
屼,ngat
屽,hon
屾,san
屿,jyu
屿,zeoi
岀,ceot
岁,seoi
岂,hei
岂,hoi
岃,jan
岄,jyut
岅,baan
岅,faan
岆,jiu
岇,ngong
岈,ngaa
岈,haa
岉,mat
岊,zit
岊,git
岋,ngap
岌,ngap
岌,kap
岌,gap
岌岌可危,kap kap ho ngai
岌嶪,kap jip
岍,hin
岎,fan
岏,jyun
岐,kei
岑,sam
岒,kim
岓,kei
岔,caa
岕,gaai
岖,keoi
岗,gong
岗顶,gong deng
岘,jin
岙,aau
岙,ou
岚,laam
岛,dou
岛屿,dou zeoi
岜,baa
岝,zaak
岝,zok
岞,zok
岟,joeng
岠,geoi
岠,keoi
