ch,wuu-sh,wuu-sz
家务,cia vu,cia vu
家務,cia vu,cia vu
家去,cia chi,cia chi
家口,cia kheu,cia kheu
家史,cia sy,cia syu
家后,cia gheu,cia gheu
家和,cia wu,cia ghou
家商,cia saon,cia saon
家嚴,cia gni,cia gnie
家在,cia ze,cia ze
家塾,cia zoq,cia zoq
家境,cia cin,cia cin
家声,cia sen,cia sen
家她,cia tha,cia tha
家子,cia tsy,cia tsy
家家,cia cia,cia cia
家家,ka ka,cia cia
家庄,cia tsaon,cia tsaon
家庭,cia din,cia din
家当,cia taon,cia taon
家当,ka taon,cia taon
家後,cia gheu,cia gheu
家慈,cia zy,cia zy
家成,cia zen,cia zen
家教,cia ciau,cia ciau
家教,ka ciau,cia ciau
家景,cia cin,cia cin
家有,cia yeu,cia yeu
家来,cia le,cia le
家樂,cia loq,cia loq
家殷,cia in,cia in
家燕,cia i,cia ie
家生,ka san,cia san
家當,cia taon,cia taon
家當,ka taon,cia taon
家眷,cia cioe,cia cioe
家眷,ka cioe,cia cioe
家系,cia yi,cia yi
家系,ka yi,cia yi
家累,cia le,cia le
家給,cia ciq,cia ciq
家给,cia ciq,cia ciq
家聲,cia sen,cia sen
家臣,cia zen,cia zen
家莊,cia tsaon,cia tsaon
家裏,cia li,cia li
家裏,ka li,cia li
家規,cia kue,cia kue
家规,cia kue,cia kue
家計,cia ci,cia ci
家訓,cia shion,cia shiun
家訓,cia shiun,cia shiun
家訪,cia faon,cia faon
家譜,cia pu,cia phu
家计,cia ci,cia ci
家训,cia shion,cia shiun
家训,cia shiun,cia shiun
家访,cia faon,cia faon
家谱,cia pu,cia phu
家进,cia tsin,cia tsin
家進,cia tsin,cia tsin
家鄉,cia shian,cia shian
家醜,cia tsheu,cia tsheu
家里,cia li,cia li
家里,ka li,cia li
家長,cia tsan,cia tsan
家長裏短,cia zan li toe,cia zan li toe
家長裏短,ka zan li toe,cia zan li toe
家长,cia tsan,cia tsan
家长里短,cia zan li toe,cia zan li toe
家长里短,ka zan li toe,cia zan li toe
家風,cia fon,cia fon
家风,cia fon,cia fon
家齊,cia zi,cia zi
家齐,cia zi,cia zi
宸,zen,zen
容,yon,yon
容易,yon i,yon i
宽,khuoe,khuoe
宾,pin,pin
宿,soq,soq
宿,sieu,seu
宿舍,soq se,soq so
宿舍,soq so,soq so
宿舍,soq soe,soq so
寀,tshe,tshe
寁,tsoe,tsoe
寂,ziq,ziq
寃,ioe,ioe
寄,ci,ci
寄望,ci waon,ci maon
寅,yin,yin
密,miq,miq
寇,kheu,kheu
富,fu,fu
寐,me,me
寒,ghoe,ghoe
寓,gniu,gniu
寓,yu,yu
寔,zeq,zeq
寝,tshin,tshin
寞,moq,moq
察,tshaq,tshaeq
寡,ko,ko
寡,kua,ko
寡,ko,kua
寢,tshin,tshin
寣,hueq,hueq
寤,ngu,ngou
寥,liau,liau
實,zeq,zeq
寧,gnin,gnin
寧日,gnin zeq,gnin zeq
寧波,gnin poq,gnin poq
寨,tse,ze
寨,ze,ze
審,sen,sen
審問,sen men,sen ven
寫,sia,sia
寫字間,sia zy ke,sia zy ke
寬,khuoe,khuoe
寮,liau,liau
寰,gue,gue
寵,tshon,tshon
寶,pau,pau
寸,tshen,tshen
对,te,te
对个,te gheq,te keq
寺,zy,zy
寻,zin,zin
寻个,zin gheq,zin keq
寻死寻活,zin si zin weq,zin sy zin weq
寻问,zin men,zin ven
导,dau,dau
寿,zeu,zeu
封,fon,fon
射,zo,zo
射,za,za
射,zo,zeu
射,zo,zoq
射尿,za sy,za syu
射屙,za u,za ou
将,tsian,tsian
將,tsian,tsian
專,tsoe,tsoe
專家,tsoe cia,tsoe cia
尉,ue,ue
尉,yoq,ioq
尉,yuq,yuq
尉,yu,yu
尉,we,we
尉迟,yoq zy,ioq zyu
尉迟,yuq zy,yuq zyu
尉遲,yoq zy,ioq zyu
尉遲,yuq zy,yuq zyu
尊,tsen,tsen
尊長,tsen tsan,tsen tsan
尊长,tsen tsan,tsen tsan
尋,zin,zin
尋問,zin men,zin ven
尋死尋活,zin si zin weq,zin sy zin weq
對,te,te
導,dau,dau
小,siau,siau
小个,siau gheq,siau keq
小月,siau gnioq,siau gnioq
小月,siau gniuq,siau ngeq
小月,siau yoq,siau yuq
小月,siau yuq,siau yuq
小膀,siau phaon,siau phaon
尐,tsiq,tsiq
少,sau,sau
少个,sau gheq,sau keq
尔,er,er
尔,n,er
尕,ga,ga
尖,tsi,tsie
尘,zen,zen
尙,zaon,zaon
尚,zaon,zaon
尚,zaon,zan
尜,ga,ga
尝,zaon,zaon
尝,zan,zan
尝个,zaon ku,zaon keq
尟,si,sie
尢,yeu,yeu
尣,uaon,uaon
尤,yeu,yeu
尥,liau,liau
尧,gniau,zau
尧,yau,yau
尨,maon,maon
尨,mon,mon
尪,uaon,uaon
尬,ka,ka
就,zieu,zeu
就行,zieu ghaon,zeu ghaon
尴,ke,ke
尷,ke,ke
尸,sy,syu
尹,yin,yin
尹,in,in
尺,tshaq,tshaq
尺,tsheq,tsheq
尻,khau,khau
尼,gni,gni
尽,zin,zin
尽,tsin,tsin
尽力,tsin liq,tsin liq
尽早,tsin tsau,tsin tsau
尽是,tsin zy,tsin zyu
尽速,tsin soq,tsin soq
尽量,tsin lian,tsin lian
尾,vi,vi
尾,gni,gni
尾,mi,vi
尾,vi,mi
尾巴,gni po,gni po
尾巴,mi po,vi po
尾巴,vi pa,vi po
尿,gniau,gniau
尿,sy,syu
尿,zoe,syu
尿脬,sy phau,syu phau
局,jioq,jioq
局,jiuq,jioq
局長,jioq tsan,jioq tsan
局长,jioq tsan,jioq tsan
屁,phi,phi
层,zen,zen
屃,shi,shi
屄,pi,pi
居,ciu,ciu
居,ciu,ke
居家,ciu cia,ciu cia
屆,ka,ka
屆,cia,cia
屈,chioq,chioq
屈,chiuq,chioq
屈,chioq,chiuq
屉,thi,thi
届,ka,ka
届,cia,cia
屋,oq,oq
屋,oq,ueq
屌,tiau,tiau
屍,sy,syu
屎,sy,syu
屎,sy,sy
屏,bin,bin
屏,pin,pin
屏,phin,phin
屏息,pin siq,pin siq
屏气,pin chi,pin chi
屏氣,pin chi,pin chi
屏牢,pin lau,pin lau
屐,jioq,jiq
屐,jiuq,jiq
屐,jiq,jiq
屑,siq,siq
屓,shi,shi
展,tsoe,tsoe
屙,u,ou
屙,u,khou
屛,bin,bin
屛,phin,phin
屜,thi,thi
属,zoq,zoq
属望,zoq waon,zoq maon
屠,du,dou
屡,liu,li
屢,liu,li
屣,si,si
層,zen,zen
履,liu,li
履,li,li
屦,ciu,ciu
屧,siq,siq
屨,ciu,ciu
屬,zoq,zoq
屬望,zoq waon,zoq maon
屮,tsheq,tsheq
屯,den,den
山,se,se
屹,i,ie
屺,chi,chi
屼,ngeq,ngeq
屾,sen,sen
屿,yu,yu
屿,yu,iu
岁,soe,se
岂,chi,chi
岈,ya,ya
岊,tsiq,tsiq
岌,jiq,jiq
岍,chi,chie
岐,ji,ji
岑,zen,zen
岔,tsha,tsho
岔,tsho,tsho
岖,chiu,chiu
岗,kaon,kaon
岘,yi,ye
岘,shi,shie
岙,au,au
岚,le,le
岚,le,loe
岛,tau,tau
岜,pa,po
岝,zoq,zoq
岞,zoq,zoq
岠,jiu,jiu
岡,kaon,kaon
岢,khu,khou
岣,keu,keu
岧,diau,diau
岨,tsiu,tsi
岨,tsu,tsou
岩,nge,nge
岫,zieu,zeu
岫,zeu,zeu
岬,kaq,kaeq
岬,ciaq,kaeq
岬,ciaq,ciaeq
岭,lin,lin
岱,de,de
岳,ngoq,ngoq
岳,yoq,yuq
岳,yuq,yuq
岵,wu,ghou
岷,min,min
岸,ngoe,ngoe
岹,diau,diau
岽,ton,ton
岿,khue,khue
峁,mau,mau
峂,don,don
峃,ghoq,ghoq
峄,yiq,yiq
峋,sin,sin
峏,er,er
峒,don,don
峗,we,we
峘,woe,woe
峙,zy,zyu
峛,li,li
峡,yaq,yaq
峡,ciaq,ciaeq
峡,kaq,ciaeq
峡,ghaq,yaeq
峣,gniau,zau
峤,jiau,jiau
峥,tsen,tsen
峦,loe,loe
峧,ciau,ciau
峧,kau,ciau
峨,ngu,ngou
峪,ioq,ioq
峬,pu,pu
峭,tshiau,tshiau
峯,fon,fon
峰,fon,fon
峱,nau,nau
峴,yi,ye
峴,shi,shie
島,tau,tau
峻,tsin,tsin
峻,tsiun,tsin
峽,yaq,yaq
峽,ciaq,ciaeq
峽,kaq,ciaeq
峽,ghaq,yaeq
峿,ngu,ngou
崀,laon,laon
崁,khe,khoe
崂,lau,lau
崃,le,le
崄,shi,shie
崆,khon,khon
崇,zon,zon
崌,ciu,ciu
崍,le,le
崎,ji,ji
崑,khuen,khuen
崒,tshoe,tshoe
崒,ziq,ziq
崔,tshoe,tshe
崖,ya,ya
崗,kaon,kaon
崙,len,len
崚,len,len
崚,len,lin
崛,jioq,jiuq
崛,jiuq,jiuq
崞,koq,kueq
崟,gnin,gnin
崠,ton,ton
崡,ghe,ghe
崢,tsen,tsen
崤,yau,yau
崦,i,ie
崧,son,son
崩,pan,pan
崩,pen,pan
崩,pan,pen
崬,ton,ton
崭,tse,tse
崭,ze,ze
崮,ku,kou
崴,ue,ue
崶,fon,fon
崽,tse,tse
崾,yau,yau
崿,ngoq,ngoq
嵁,khoe,khoe
嵁,ze,ze
嵅,ghoe,ghoe
嵇,ci,ci
嵇,ci,yi
嵊,zen,zen
嵋,mi,me
嵋,me,me
嵌,khe,khoe
嵌,khe,khe
嵌,chi,chie
嵎,gniu,gniu
嵐,le,le
嵐,le,loe
嵒,nge,nge
嵖,zo,zo
嵘,yon,yon
嵙,khu,khou
嵚,chin,chin
嵛,yu,yu
嵝,leu,leu
嵤,yin,yin
嵩,son,son
嵫,tsy,tsy
嵬,we,we
嵯,zu,zou
嵯,tshu,tshou
嵲,gniq,gniq
嵴,tsiq,tsiq
嵽,di,die
嵽,diq,diq
嶁,leu,leu
嶂,tsaon,tsan
嶄,tse,tse
嶄,ze,ze
嶅,ngau,ngau
嶇,chiu,chiu
嶍,ziq,ziq
嶒,zen,zen
嶓,pu,pu
嶔,chin,chin
嶗,lau,lau
嶙,lin,lin
嶝,ten,ten
嶟,tsen,tsen
嶠,jiau,jiau
嶢,gniau,zau
嶦,tsoe,tsoe
嶦,zoe,zoe
嶧,yiq,yiq
嶨,ghoq,ghoq
嶮,shi,shie
嶲,kue,kue
嶲,si,si
嶲,zi,zie
嶴,au,au
嶷,gni,gni
嶷,gniq,gniq
嶸,yon,yon
嶺,lin,lin
嶼,yu,yu
嶼,yu,iu
嶽,ngoq,ngoq
嶽,yoq,yuq
嶽,yuq,yuq
巂,kue,kue
巂,shi,shi
巂,zi,zie
巅,ti,tie
巆,yin,yin
巇,shi,shi
巉,ze,ze
巋,khue,khue
巍,we,we
巒,loe,loe
巓,ti,tie
巔,ti,tie
巖,nge,nge
巘,gni,gni
巛,khuen,khuen
巛,tshoe,tshoe
巜,kue,kue
川,tshoe,tshoe
州,tseu,tseu
州長,tseu tsan,tseu tsan
州长,tseu tsan,tseu tsan
巡,zhiun,zin
巡,zin,zin
巡更,zhiun kan,zin ken
巡更,zin kan,zin ken
巢,zau,zau
巢,ziau,zau
工,kon,kon
工行,kon ghaon,kon ghaon
工長,kon tsan,kon tsan
工长,kon tsan,kon tsan
左,tsu,tsou
左,tsi,tsi
巧,chiau,chiau
巧,chiau,khau
巨,jiu,jiu
巩,kon,kon
巫,wu,vu
差,tsha,tsho
差,tsho,tsho
差,tshy,tshy
差,tsha,tsha
差可,tsho khu,tsho khou
差在,tsho ze,tsho ze
差役,tsho yoq,tsho yuq
差役,tsho yuq,tsho yuq
差扳,tsho pe,tsho pe
差誤,tsho ngu,tsho ngou
差误,tsho ngu,tsho ngou
差餉,tsho sian,tsho sian
差饷,tsho sian,tsho sian
巯,jieu,jieu
巰,jieu,jieu
己,ci,ci
已,i,i
巳,zy,zy
巴,pa,po
巴,po,po
巴乌,po u,po ou
巴勿扎得,po veq tsaq teq,po veq tsaeq teq
巴勿紮得,po veq tsaq teq,po veq tsaeq teq
巴望,po maon,po maon
巴烏,po u,po ou
巵,tsy,tsyu
巷,ghaon,ghaon
巹,cin,cin
巽,sen,sen
巾,cin,cin
巾,cin,ciun
巿,feq,feq
帀,tsaq,tsaeq
币,bi,bi
市,zy,zyu
市,zy,zy
市長,zy tsan,zyu tsan
市长,zy tsan,zyu tsan
布,pu,pu
帅,se,se
帆,ve,ve
师,sy,syu
师,sy,sy
师长,sy tsan,syu tsan
帉,fen,fen
帋,tsy,tsyu
希,shi,shi
帏,we,we
帐,tsan,tsan
帐,tsaon,tsan
帑,thaon,thaon
帔,phi,phi
帕,phaq,phoq
帖,thiq,thiq
帘,li,lie
帙,zeq,zeq
帚,tseu,tseu
帛,baq,beq
帛,beq,beq
帜,tsy,tsyu
帝,ti,ti
帡,bin,bin
帢,khaq,khaeq
帥,se,se
带,ta,ta
带,te,te
帧,tsen,tsen
帨,soe,se
師,sy,syu
師,sy,sy
師長,sy tsan,syu tsan
席,ziq,ziq
帮,paon,paon
帮个忙,paon gheq maon,paon keq maon
帮了,paon leq,paon leq
帱,dau,dau
帱,zeu,zeu
帳,tsan,tsan
帳,tsaon,tsan
帶,ta,ta
帶,te,te
帷,vi,vi
帷,we,we
常,zan,zan
帻,tseq,tseq
帼,koq,kueq
帽,mau,mau
幀,tsen,tsen
幂,miq,miq
幃,we,we
幄,oq,oq
幅,foq,foq
幌,huaon,huaon
幔,moe,moe
幕,mu,mo
幕,mo,mo
幖,piau,piau
幗,koq,kueq
幘,tseq,tseq
幛,tsaon,tsan
幞,voq,voq
幞,phoq,boq
幟,tsy,tsyu
幡,fe,fe
幢,zaon,zaon
幣,bi,bi
幨,tshoe,tshoe
幪,mon,mon
幫,paon,paon
幫了,paon leq,paon leq
幬,dau,dau
幬,zeu,zeu
干,koe,koe
干,ji,jie
平,bin,bin
平日,bin zeq,bin zeq
年,gni,gnie
年長,gni tsan,gnie tsan
年长,gni tsan,gnie tsan
并,bin,bin
并,pin,pin
并合,pin gheq,pin gheq
幷,pin,pin
幸,yin,yin
幹,koe,koe
幺,iau,iau
幻,ue,we
幻,we,we
幼,ieu,ieu
幽,ieu,ieu
幾,ci,ci
幾十,ci seq,ci seq
广,kuaon,kuaon
广,oe,kuaon
庀,phi,phi
庄,tsaon,tsaon
庅,ma,ma
庅,mu,mo
庆,chin,chin
庇,phi,phi
庇,pi,pi
庉,den,den
床,zaon,zaon
庋,kue,kue
庎,ka,ka
序,ziu,zi
庐,lu,lou
庐,lu,li
庑,vu,vu
庑,wu,vu
库,khu,khou
应,in,in
底,ti,ti
庖,bau,bau
店,ti,tie
店家,ti cia,tie cia
店家,ti ka,tie cia
店長,ti tsan,tie tsan
店长,ti tsan,tie tsan
庙,miau,miau
庚,kan,ken
庚,kan,kan
府,fu,fu
庞,baon,baon
废,fi,fi
庠,zian,zian
庢,tseq,tseq
庤,zy,zyu
庥,shieu,shieu
度,doq,doq
度,du,dou
度假,du ka,dou cia
度日,du gniq,dou zeq
度日,du zeq,dou zeq
度死,du si,dou sy
度長絜大,doq zan yiq du,doq zan yiq dou
度长絜大,doq zan yiq du,doq zan yiq dou
座,zu,zou
庫,khu,khou
庭,din,din
庭長,din tsan,din tsan
庭长,din tsan,din tsan
庱,tshen,tshen
庳,bi,bi
庵,oe,oe
庶,sy,syu
康,khaon,khaon
庸,yon,yon
庹,thoq,thoq
庼,chin,chin
庾,yu,yu
廁,tshy,tshy
廂,sian,sian
廄,cieu,cieu
廆,kue,kue
廆,we,we
廈,gho,gho
廈,sa,so
廈,shia,ia
廈,gho,shia
廉,li,lie
廊,laon,laon
廋,seu,seu
廌,zy,zyu
廎,chin,chin
廑,jin,jin
廒,ngau,ngau
廓,khoq,koq
廓,koq,koq
廓,khueq,khoq
廕,in,in
廖,liau,liau
廙,yi,yi
廚,zy,zyu
廚房間,zy vaon ke,zyu baon ke
廛,zoe,zoe
廝,sy,sy
廞,shin,shin
廟,miau,miau
廠,tshan,tshan
廡,vu,vu
廡,wu,vu
廢,fi,fi
廣,kuaon,kuaon
廨,ka,ka
廩,lin,lin
廪,lin,lin
廬,lu,lou
廬,lu,li
廱,ion,ion
廳,thin,thin
廳長,thin tsan,thin tsan
廴,yi,yi
廴,yin,yin
延,yi,ye
廷,din,din
建,ci,cie
廼,ne,ne
廿,gnie,gnie
廿,gni,gnie
廿,gni,gnia
开,khe,khe
开间,khe ke,khe ke
弁,bi,bie
异,yi,yi
异行,yi ghaon,yi ghaon
弃,chi,chi
弄,lon,lon
弄,non,non
弄个,lon ku,lon keq
弄個,lon ku,lon kou
弄鬼,lon kue,lon kue
弆,ciu,ciu
弇,i,ie
弈,yiq,yiq
弊,bi,bi
弋,yiq,yiq
式,seq,seq
弑,sy,syu
弒,sy,syu
弓,kon,kon
弔,tiau,tiau
弔孝,tiau hau,tiau hau
引,yin,yin
弗,veq,feq
弗,feq,feq
弘,ghon,ghon
弛,zy,zyu
弟,di,di
张,tsan,tsan
张,tsaon,tsan
弢,thau,thau
弥,mi,mi
弦,yi,ye
弦乐,yi yaq,ye yaq
弧,wu,ghou
弨,tshau,tshau
弩,nu,nou
弭,mi,mi
弯,ue,ue
弱,zaq,zaq
張,tsan,tsan
張,tsaon,tsan
弶,jian,jian
強,jian,jian
強,chian,chian
強度,jian du,jian dou
弸,pan,pan
弸,pan,phan
弸,pan,phen
弹,de,de
强,jian,jian
强,chian,chian
强咽,jian i,jian ie
强度,jian du,jian dou
弼,biq,biq
彀,keu,keu
彄,kheu,kheu
彆,biq,biq
彆,piq,piq
彈,de,de
彊,chian,chian
彊,cian,cian
彊,jian,jian
彌,mi,mi
彎,ue,ue
彐,ci,ci
彑,ci,ci
归,kue,kue
归,kue,ciu
归家,kue cia,kue cia
当,taon,taon
当个,taon ku,taon keq
当家,taon cia,taon cia
当家,taon ka,taon cia
彔,loq,loq
录,loq,loq
彖,thoe,thoe
彗,we,we
彘,zy,zyu
彙,we,we
彝,yi,yi
彟,weq,weq
彠,weq,weq
彡,se,se
彡,si,sie
形,yin,yin
彤,don,don
彥,yi,ye
彦,yi,ye
彧,ioq,ioq
彩,tshe,tshe
彪,piau,piau
彫,tiau,tiau
彬,pin,pin
彭,ban,ban
彭,ban,ben
彰,tsaon,tsan
影,in,in
彳,tsheq,tsheq
彷,baon,baon
彷,faon,faon
役,yoq,yuq
役,yuq,yuq
彻,tsheq,tsheq
彼,pe,pe
彼,pi,pi
彿,veq,feq
彿,feq,feq
往,uaon,uaon
往家,uaon cia,uaon cia
征,tsen,tsen
徂,zu,zou
径,cin,cin
待,de,de
徇,zhion,zin
徇,zhiun,zin
徇,zin,zin
很,hen,hen
徉,yan,yan
徊,we,we
律,liq,liq
後,gheu,gheu
後,gheu,yeu
後個,gheu ku,gheu kou
後日天,gheu gniq thi,gheu zeq thie
後生,gheu san,gheu san
徐,zi,zi
徐,ziu,zi
徑,cin,cin
徒,du,dou
徕,le,le
得,teq,teq
徘,be,be
徙,si,si
徛,chi,chi
徛,ci,ci
徛,ji,ji
徜,zaon,zaon
從,zon,zon
從,tshon,tshon
從容,tshon yon,tshon yon
徠,le,le
御,gniu,gniu
御,yu,yu
徧,pi,pie
徨,waon,waon
復,voq,voq
復,foq,foq
復,veu,veu
循,zhiun,zin
循,zin,zin
徭,yau,yau
微,vi,vi
微,vi,mi
徴,tsy,tsy
徵,tsen,tsen
德,teq,teq
徹,tsheq,tsheq
徼,ciau,ciau
徽,hue,hue
心,sin,sin
忄,sin,sin
必,piq,piq
忆,i,i
忉,tau,tau
忌,ji,ji
忍,zen,zen
忍,gnin,zen
忍,gnin,gnin
忏,tshe,tshe
忐,the,the
忑,theq,theq
忒,theq,theq
忒大,theq du,theq dou
忖,tshen,tshen
志,tsy,tsyu
忘,waon,maon
忘,maon,maon
忘,waon,vaon
忘記心,maon ci sin,maon ci sin
忘記脫,maon ci theq,maon ci theq
忘记心,maon ci sin,maon ci sin
忘记脱,maon ci theq,maon ci theq
忙,maon,maon
忝,thi,thie
忞,min,min
忞,ven,ven
忠,tson,tson
忠牲,tson san,tson san
忡,tshon,tshon
忤,ng,ng
忤,wu,vu
忤,u,ou
忧,ieu,ieu
忪,tson,tson
忪,son,son
快,khua,khua
快,khua,kha
忭,bi,bie
忮,tsy,tsyu
忱,zen,zen
忳,den,den
忳,tsen,tsen
念,gni,gnie
念,gnie,gnie
忸,gnioq,gnieu
忸,gnieu,gnieu
忺,shi,shi
忻,shin,shin
忽,hoq,hueq
忽,hueq,hueq
忾,khe,khe
忿,fen,fen
忿,ven,ven
怀,we,we
怀,wa,wa
怀古,wa ku,wa kou
怀念,wa gni,wa gnie
怀恨,wa ghen,wa ghen
怀抱,wa bau,wa bau
怀揣,wa tshoe,wa tshoe
怀旧,wa jieu,wa jieu
怀疑,wa gni,wa gni
怀疑伊呢,wa gni yi ne,wa gni yi gni
怀胎,wa the,wa the
怀表,wa piau,wa piau
态,the,the
怂,son,son
怃,vu,vu
怄,eu,eu
怅,tshan,tshan
怆,tshaon,tshaon
怊,tshau,tshau
怍,zoq,zoq
怎,tsen,tsen
怎么样,tsen moq yan,tsen moq yan
怎麼樣,tsen moq yan,tsen moq yan
怏,ian,ian
怒,nu,nou
怔,tsen,tsen
怕,pho,pho
怕,pha,bo
怕生,pho san,pho san
怖,pu,pu
怙,wu,ghou
怛,taq,taeq
怜,li,lie
思,sy,sy
怠,de,de
怡,yi,yi
急,ciq,ciq
怦,phen,phen
性,sin,sin
怨,ioe,ioe
怨望,ioe waon,ioe maon
怨鬼,ioe kue,ioe kue
怩,gni,gni
怪,kua,kua
怪,kua,kue
怫,vi,vi
怫,veq,feq
怯,chiq,chiq
怯,chiaq,chiq
怱,tshon,tshon
怴,shioq,shioq
怴,shiuq,shioq
怵,tshoq,tshoq
总,tson,tson
总个,tson gheq,tson keq
总行,tson ghaon,tson ghaon
怼,de,de
怿,yiq,yiq
恁,nen,nen
恁,gnin,zen
恂,sin,sin
恃,zy,zyu
恆,ghen,ghen
恆生,ghen san,ghen san
恋,li,lie
恍,huaon,huaon
恐,khon,khon
恒,ghen,ghen
恒生,ghen san,ghen san
恔,ciau,ciau
恔,ghau,ghau
恕,sy,syu
恘,chieu,chieu
恙,yan,yan
恚,ue,ue
恝,kaq,kaeq
恢,hue,hue
恢,khue,khue
恣,tsy,tsy
恤,shioq,shioq
恤,shiuq,shioq
恤,siq,siq
恥,tshy,tshyu
恧,gnioq,gnioq
恨,ghen,ghen
恩,en,en
恪,khoq,koq
恫,don,don
恬,di,die
恭,kon,kon
息,siq,siq
恰,chiaq,chiq
恰,khaq,khaeq
恰,khaq,chiaeq
恳,khen,khen
恶,oq,oq
恶,u,ou
恶死做,oq si tsu,oq sy tsou
恶鬼,oq kue,oq kue
恸,don,don
恹,i,ie
恺,khe,khe
恻,tsheq,tsheq
恼,nau,nau
恽,ion,iun
恽,iun,iun
恽,yon,yun
恿,ion,ion
悃,khuen,khuen
悄,tshiau,tshiau
悅,yoq,yuq
悅,yuq,yuq
悆,yu,yu
悈,ka,ka
悉,siq,siq
悌,di,di
悍,ghoe,ghoe
悒,iq,iq
悔,hue,hue
悖,be,be
悚,son,son
悛,tshi,tshie
悝,li,li
悟,ngu,ngou
悠,ieu,ieu
悢,lian,lian
患,we,we
患,ue,we
患,we,ue
悦,yoq,yuq
悦,yuq,yuq
您,gnin,nen
悫,khoq,koq
悬,yoe,yoe
悭,chi,chi
悯,min,min
悰,zon,zon
悱,fi,fi
悲,pe,pe
悴,zoe,ze
悴,tshoe,ze
悵,tshan,tshan
悶,men,men
悸,ci,ci
悻,yin,yin
悼,dau,dau
悽,tshi,tshi
情,zin,zin
情,tshin,tshin
情分,zin ven,zin ven
惆,tsheu,tsheu
惇,ten,ten
惊,cin,cin
惊呆,cin te,cin te
惋,uoe,uoe
惎,ji,ji
惑,ghoq,weq
惓,jioe,jioe
惔,de,de
惕,thiq,thiq
惘,maon,maon
惙,tsheq,tsheq
惙,tshoe,tshoe
惚,hueq,hueq
惛,huen,huen
惜,siq,siq
惝,thaon,thaon
惝,tshaon,tshaon
惟,vi,vi
惠,we,we
惡,oq,oq
惡,u,ou
惡死做,oq si tsu,oq sy tsou
惡鬼,oq kue,oq kue
惦,ti,tie
惧,jiu,jiu
惨,tshoe,tshoe
惩,zen,zen
惫,be,be
惬,chiaq,chiq
惬,chiq,chiq
惭,ze,ze
惮,de,de
惯,kue,kue
惰,du,dou
惱,nau,nau
惲,ion,iun
惲,iun,iun
惲,yon,yun
想,sian,sian
想个,sian gheq,sian keq
想个,sian ku,sian keq
惴,tsoe,tse
惶,waon,waon
惹,za,za
惺,sin,sin
惻,tsheq,tsheq
惼,pi,pie
愀,tshiau,tshiau
愁,zeu,zeu
愃,shioe,shioe
愅,keq,keq
愆,chi,chie
愈,yu,yu
愉,yu,yu
愍,min,min
愎,biq,biq
意,i,i
愐,mi,mie
愔,in,in
愕,ngoq,ngoq
愚,yu,yu
愚,gniu,gniu
愛,e,e
愜,chiaq,chiq
愜,chiq,chiq
感,koe,koe
愠,ion,iun
愠,iun,iun
愣,len,len
愤,ven,ven
愤,fen,fen
愦,kue,kue
愧,gue,gue
愫,su,sou
愭,ji,ji
愴,tshaon,tshaon
愷,khe,khe
愾,khe,khe
愿,gnioe,gnioe
愿望,gnioe waon,gnioe maon
慄,liq,liq
慆,thau,thau
慇,in,in
慈,zy,zy
慊,chi,chie
態,the,the
慌,huaon,huaon
慍,ion,iun
慍,iun,iun
慎,zen,zen
慑,seq,seq
慓,phiau,phiau
慕,mu,mo
慕,mo,mo
慘,tshoe,tshoe
慚,ze,ze
慝,theq,theq
慟,don,don
慢,me,me
慢咽,me i,me ie
慣,kue,kue
慤,khoq,koq
慥,tshau,tshau
慧,we,we
慨,khe,khe
慪,eu,eu
慫,son,son
慬,cin,cin
慬,jin,jin
慭,gnin,gnin
慮,liu,li
慰,ue,ue
慰,we,we
慳,chi,chi
慵,yon,yon
慶,chin,chin
慷,khaon,khaon
慼,tshiq,tshiq
慾,yoq,ioq
慾,yuq,yuq
慾,yoq,yoq
慾望,yoq waon,ioq maon
慾望,yuq waon,yuq maon
憂,ieu,ieu
憊,be,be
憋,biq,biq
憋,piq,piq
憎,tsen,tsen
憎恶,tsen u,tsen ou
憎惡,tsen u,tsen ou
憐,li,lie
憑,bin,bin
憔,ziau,ziau
憕,ten,ten
憖,gnin,gnin
憗,gnin,gnin
憙,shi,shi
憚,de,de
憝,de,de
憤,ven,ven
憤,fen,fen
憦,lau,lau
憧,tshon,tshon
憨,hoe,hoe
憩,chi,chi
憫,min,min
憬,cin,cin
憭,liau,liau
憮,vu,vu
憲,shi,shie
憶,i,i
憷,tshy,tshyu
憺,de,de
憾,ghoe,ghoe
憾,hoe,hoe
懂,ton,ton
懂行,ton ghaon,ton ghaon
懃,jin,jin
懇,khen,khen
懈,ga,ha
懈,ye,ye
懈,ya,ye
懈聞,ga men,ha ven
懈闻,ga men,ha ven
應,in,in
懊,au,au
懋,mau,mau
懋,meu,meu
懌,yiq,yiq
懍,lin,lin
懑,men,men
懒,le,le
懔,lin,lin
懛,te,te
懞,mon,mon
懟,de,de
懣,men,men
懦,nu,nou
懨,i,ie
懲,zen,zen
懵,mon,mon
懵,maon,maon
懶,le,le
懷,we,we
懷,wa,wa
懷古,wa ku,wa kou
懷念,wa gni,wa gnie
懷恨,wa ghen,wa ghen
懷抱,wa bau,wa bau
懷揣,wa tshoe,wa tshoe
懷疑,wa gni,wa gni
懷疑伊呢,wa gni yi ne,wa gni yi gni
懷胎,wa the,wa the
懷舊,wa jieu,wa jieu
懷錶,wa piau,wa piau
懸,yoe,yoe
懺,tshe,tshe
