ch,wuu-sh
竈,tsau
竈披間,tsau phi ke
竈間,tsau ke
竈頭間,tsau deu ke
竊,tshiq
立,liq
立交,liq kau
竑,ghon
竖,zy
竖,sy
竘,chiu
竘,kheu
站,ze
站長,ze tsan
站长,ze tsan
竝,bin
竞,jin
竞,cin
竟,cin
竟日,cin zeq
章,tsaon
竣,tsin
竣,tsiun
童,don
竦,son
竫,zin
竭,jiq
端,toe
端午,toe ng
竳,ten
竵,hua
競,jin
競,cin
竹,tsoq
竺,tsoq
竽,yu
竿,koe
笃,toq
笄,ci
笆,pa
笆,po
笈,jiq
笊,tsa
笊,tsau
笋,sen
笏,hueq
笑,siau
笔,piq
笔笃生青,piq toq san tshin
笕,ci
笙,sen
笛,diq
笞,tshy
笠,liq
笡,tshia
笣,pau
笤,diau
笥,sy
符,vu
笨,ben
笪,taq
笫,tsy
第,di
第二只,di gni tsaq
笮,tsaq
笯,nu
笱,keu
笳,cia
笳,ka
笸,phu
笺,tsi
笺,tshi
笼,lon
笾,pi
筀,kue
筅,si
筆,piq
筆篤生青,piq toq san tshin
筇,jion
等,ten
等死,ten si
筋,cin
筌,tshi
筍,sen
筏,vaq
筐,khuaon
筑,tsoq
筒,don
答,taq
策,tshaq
筘,kheu
筚,piq
筛,sa
筛,sy
筜,taon
筝,tsen
筠,yon
筠,yun
筢,bo
筤,laon
筥,ciu
筧,ci
筭,soe
筮,zy
筱,siau
筲,sau
筴,kaq
筵,yi
筶,kau
筷,khua
筷,khue
筹,zeu
筻,kan
筼,yon
筼,yun
签,tshi
筿,siau
简,ci
简易,ci i
箅,pi
箇,geq
箇,ku
箋,tsi
箋,tshi
箍,ku
箏,tsen
箐,tshin
箐,tsin
箓,loq
箔,boq
箕,ci
箖,lin
算,soe
箘,cion
箘,ciun
箘,jion
箘,jiun
箚,tsaq
箜,khon
管,kuoe
管个,kuoe gheq
管乐,kuoe yaq
管樂,kuoe yaq
箢,ioe
箦,tseq
箧,chiaq
箨,thoq
箩,lu
箪,te
箫,siau
箬,gniaq
箭,tsi
箱,sian
箴,tsen
箸,zy
節,tsiq
節日,tsiq zeq
篁,waon
範,ve
篅,zoe
篆,zoe
篇,phi
築,tsoq
篊,ghon
篋,chiaq
篌,gheu
篑,gue
篓,leu
篔,yon
篔,yun
篙,kau
篚,fi
篝,keu
篠,siau
篡,tshoe
篢,koe
篢,kon
篢,lon
篤,toq
篥,liq
篦,pi
篩,sa
篩,sy
篪,zy
篮,le
篯,tsi
篱,li
篳,piq
篷,bon
篼,teu
篾,miq
篿,doe
簀,tseq
簃,yi
簆,kheu
簇,tshoq
簉,zau
簋,kue
簌,soq
簍,leu
簏,loq
簑,su
簕,leq
簖,doe
簝,liau
簞,te
簟,di
簠,fu
簡,ci
簡易,ci i
簣,gue
簤,da
簦,ten
簧,waon
簪,tsoe
簫,siau
簰,ba
簷,yi
簸,pu
簹,taon
簽,tshi
簾,li
簿,bu
籀,zeu
籁,le
籁,la
籃,le
籌,zeu
籍,ziq
籙,loq
籛,tsi
籜,thoq
籟,le
籟,la
籠,lon
籤,tshi
籥,yaq
籩,pi
籪,doe
籬,li
籮,lu
籲,yu
米,mi
米長,mi tsan
米长,mi tsan
籴,diq
类,le
籼,si
籽,tsy
粄,pe
粉,fen
粉皮耳朵,fen bi gni tu
粑,pa
粒,liq
粕,phaq
粗,tshu
粘,gni
粜,thiau
粝,li
粞,si
粟,soq
粢,tshy
粤,yoq
粤,yuq
粥,tsoq
粦,lin
粪,fen
粮,lian
粮行,lian ghaon
粱,lian
粲,tshe
粳,kan
粵,yoq
粵,yuq
粹,tshoe
粼,lin
粽,tson
精,tsin
糁,soe
糅,gnieu
糇,gheu
糈,siu
糉,tson
糊,wu
糌,tsoe
糍,zy
糒,bi
糕,kau
糖,daon
糗,chieu
糙,tshau
糜,mi
糝,soe
糞,fen
糟,tsau
糠,khaon
糤,se
糧,lian
糧行,lian ghaon
糨,jian
糬,zy
糯,nu
糰,doe
糲,li
糴,diq
糵,gniq
糶,thiau
糸,miq
糹,miq
系,yi
系,shi
系,ci
糽,din
糾,cieu
紀,ci
紂,zeu
紃,zin
約,iaq
紅,ghon
紅日,ghon zeq
紅樓夢,ghon leu mon
紆,iu
紇,gheq
紈,woe
紉,zen
紊,ven
紋,ven
納,naq
納,neq
納降,naq ghaon
紐,gnieu
紓,sy
純,zen
紕,phi
紖,tsen
紗,so
紘,ghon
紙,tsy
級,ciq
紛,fen
紜,yon
紜,yun
紝,gnin
紝,zen
紞,te
素,su
紡,faon
索,soq
紧,cin
紫,tsy
紫薇,tsy vi
紮,tsaq
累,le
細,si
紱,feq
紲,siq
紳,sen
紵,zy
紹,zau
紺,koe
紼,feq
紿,de
絀,tsheq
終,tson
絃,yi
絃樂,yi yaq
組,tsu
組長,tsu tsan
絆,boe
絍,gnin
絍,zen
絎,ghaon
結,ciq
絕,ziq
絕望,ziq waon
絛,thau
絜,yiq
絜,ciq
絝,khu
絞,kau
絞,ciau
絡,loq
絢,shioe
絣,pan
給,ciq
絨,gnion
絪,in
絮,siu
絮,si
絰,diq
統,thon
絲,sy
絳,cian
絷,tseq
絹,cioe
絺,si
絿,jieu
綁,paon
綃,siau
綄,woe
綆,kan
綈,di
綉,sieu
綌,chiq
綎,thin
綏,soe
綑,khuen
經,cin
綖,yi
綜,tson
綝,lin
綝,tshen
綠,loq
綡,lian
綢,zeu
綣,jioe
綥,ji
綦,ji
綧,tsen
綪,tsan
綪,tshi
綪,tshin
綫,si
綬,zeu
維,vi
綮,chi
綯,dau
綰,ue
綱,kaon
網,maon
網,waon
綴,tsoe
綵,tshe
綸,len
綸,kue
綸巾,kue cin
綹,lieu
綺,chi
綻,ze
綽,tshaq
綽,tsha
綽,tshoq
綾,lin
綿,mi
緄,kuen
緇,tsy
緊,cin
緋,fi
緒,ziu
緔,zaon
緗,sian
緘,ci
緙,khaq
線,si
緜,mi
緝,tshiq
緞,doe
締,ti
緡,min
緣,yoe
緦,sy
編,pi
緩,uoe
緬,mi
緯,we
緯,yu
緯度,we du
緱,keu
緲,miau
練,li
緶,bi
緹,di
緻,tsy
緼,ion
緼,iun
緼,uen
縈,in
縉,tsin
縊,iq
縋,zoe
縐,tseu
縑,ci
縚,thau
縛,voq
縛,boq
縝,tsen
縞,kau
縟,gnioq
縢,den
縣,yoe
縣長,yoe tsan
縧,thau
縫,von
縫個,von ku
縭,li
縮,soq
縯,yi
縱,tson
縴,chi
縵,me
縵,moe
縷,liu
縹,phiau
縻,mi
總,tson
總行,tson ghaon
績,tsiq
繁,ve
繃,pan
繄,i
繅,ziau
繆,miau
繇,yau
繇,zeu
繈,chian
繐,zoe
繒,tsen
織,tseq
繕,zoe
繗,lin
繚,liau
繞,gniau
繡,sieu
繩,zen
繪,we
繫,yi
繫,shi
繫,ci
繭,ci
繮,cian
繯,we
繰,tshiau
繳,ciau
繳交,ciau kau
繶,i
繹,yiq
繼,ci
繽,pin
繾,chi
纁,shion
纁,shiun
纂,tsoe
纆,meq
纈,yiq
纊,khuaon
續,zoq
纍,le
纏,zoe
纓,in
纔,ze
纕,gnian
纕,sian
纖,si
纘,tsoe
纛,dau
纜,le
纝,le
纟,miq
纠,cieu
纡,iu
红,ghon
红参,ghon sen
红日,ghon zeq
红楼梦,ghon leu mon
纣,zeu
纤,si
纤,chi
纤夫,chi fu
纥,gheq
约,iaq
级,ciq
纨,woe
纩,khuaon
纪,ci
纫,zen
纬,we
纬,yu
纬度,we du
纭,yon
纭,yun
纮,ghon
纯,zen
纰,phi
纱,so
纲,kaon
纳,naq
纳,neq
纳降,naq ghaon
纴,gnin
纴,zen
纵,tson
纶,len
纶,kue
纶巾,kue cin
纷,fen
纸,tsy
纹,ven
纺,faon
纻,zy
纼,tsen
纽,gnieu
纾,sy
线,si
绀,koe
绁,siq
绂,feq
练,li
组,tsu
组长,tsu tsan
绅,sen
细,si
织,tseq
织袜,tseq maq
终,tson
终归是勿错个,tson kue zy veq tshu gheq
终归是弗错个,tson kue zy veq tshu gheq
绉,tseu
绊,boe
绋,feq
绌,tsheq
绍,zau
绎,yiq
经,cin
绐,de
绑,paon
绒,gnion
结,ciq
绔,khu
绕,gniau
绖,diq
绗,ghaon
绘,we
给,ciq
绚,shioe
绛,cian
络,loq
绝,ziq
绝望,ziq waon
绞,kau
绞,ciau
统,thon
绠,kan
绡,siau
绢,cioe
绣,sieu
绤,chiq
绥,soe
绦,thau
继,ci
绨,di
绩,tsiq
绪,ziu
绫,lin
续,zoq
绮,chi
绯,fi
绰,tshaq
绰,tsha
绰,tshoq
绱,zaon
绲,kuen
绳,zen
维,vi
绵,mi
绶,zeu
绷,pan
绸,zeu
绹,dau
绺,lieu
绻,jioe
综,tson
绽,ze
绾,ue
绿,loq
缀,tsoe
缁,tsy
缂,khaq
缃,sian
缄,ci
缅,mi
缆,le
缇,di
缈,miau
缉,tshiq
缊,ion
缊,iun
缊,uen
缌,sy
缎,doe
缏,bi
缑,keu
缒,zoe
缓,uoe
缔,ti
缕,liu
编,pi
缗,min
缘,yoe
缙,tsin
缚,voq
缚,boq
缛,gnioq
缜,tsen
缝,von
缝个,von ku
缟,kau
缠,zoe
缡,li
缢,iq
缣,ci
缤,pin
缥,phiau
缦,me
缦,moe
缨,in
缩,soq
缪,miau
缫,ziau
缬,yiq
缭,liau
缮,zoe
缯,tsen
缰,cian
缱,chi
缲,tshiau
缳,we
缴,ciau
缴交,ciau kau
缵,tsoe
缶,feu
缸,kaon
缺,chioq
缺,chiuq
缽,peq
罂,in
罄,chin
罅,ho
罈,de
罌,in
罍,le
罎,de
罐,kuoe
网,maon
网,waon
罒,maon
罓,maon
罔,maon
罕,hoe
罗,lu
罗伊,lu i
罘,veu
罚,vaq
罟,ku
罡,kaon
罢,ba
罣,ko
罣,kue
罨,i
罩,tsau
罪,zoe
罪,ze
罪过,ze ku
罪过,zoe ku
罪過,ze ku
罪過,zoe ku
罫,ko
罫,kua
罬,tsheq
罭,yoq
罭,yuq
置,tsy
罯,oe
罰,vaq
罱,gnie
署,zy
署長,zy tsan
署长,zy tsan
罴,bi
罵,mo
罵,ma
罶,lieu
罷,ba
罹,li
罽,ci
罾,tsen
羁,ci
羅,lu
羅伊,lu i
羆,bi
羈,ci
羊,yan
羊圈,yan jioe
羋,mi
羌,chian
美,me
美差,me tsho
美日,me zeq
羑,yeu
羓,pa
羔,kau
羕,yan
羖,ku
羚,lin
羝,ti
羞,sieu
羟,chian
羡,zi
羣,jion
羣,jiun
群,jion
群,jiun
羥,chian
羧,su
羨,zi
義,gni
羯,ciq
羰,thaon
羱,gnioe
羲,shi
羴,se
羶,se
羸,le
羹,kan
羼,tshe
羽,yu
羿,yi
翀,tshon
翁,on
翂,fen
翃,ghon
翅,tshy
翈,ghaq
翊,yiq
翌,yiq
翎,lin
習,ziq
翔,zian
翕,shiq
翘,chiau
翘,jiau
翘嘴巴,chiau tsy po
翙,hue
翚,hue
翛,siau
翟,diq
翠,tshoe
翡,fi
翥,tsy
翦,tsi
翩,phi
翪,tson
翫,woe
翫,me
翬,hue
翮,ghaq
翯,ghoq
翰,ghoe
翱,ngau
翳,i
翷,lin
翹,chiau
翹,jiau
翹嘴巴,chiau tsy po
翻,fe
翼,yiq
翽,hue
翾,shioe
耀,yau
老,lau
老个,lau gheq
老家,lau cia
老家,lau ka
老明个,lau min gheq
老明個,lau min gheq
老鴉,lau o
老鸦,lau o
耂,lau
考,khau
考了,khau leq
耄,mau
者,tse
耆,ji
耇,keu
耋,diq
而,er
而望,er waon
而生,er san
耍,sa
耏,er
耏,ne
耐,ne
耐晒,ne so
耐曬,ne so
耒,le
耔,tsy
耕,ken
耖,tshau
耗,hau
耘,yon
耘,yun
耙,bo
耜,zy
耠,gheq
耢,lau
耤,ziq
耥,thaon
耦,ngeu
耧,leu
耨,neu
耩,kaon
耪,phaon
耬,leu
耮,lau
耰,ieu
耱,mu
耲,wa
耳,er
耳,gni
耳朵圈,gni tu chioe
耳朵洞,gni tu don
耳朵环,gni tu gue
耳朵環,gni tu gue
耳馬,gni mo
耳马,gni mo
耵,tin
耶,ia
耶,ya
耷,taq
耸,son
耻,tshy
耼,te
耽,te
耿,ken
聂,gniq
聃,te
聆,lin
聊,liau
聋,lon
职,tseq
聍,gnin
聒,kueq
联,li
联系,li shi
联系,li yi
聖,sen
聘,phin
聚,ziu
聞,ven
聞,men
聩,gue
聪,tshon
聯,li
聯係,li shi
聯系,li shi
聰,tshon
聱,ngau
聲,sen
聲,san
聲望,sen waon
聲樂,sen yaq
聲氣,san chi
聳,son
聵,gue
聶,gniq
職,tseq
聹,gnin
聽,thin
聾,lon
聿,yoq
聿,yuq
肀,yoq
肀,yuq
肃,soq
肄,yi
肅,soq
肆,sy
肇,zau
肉,gnioq
肋,leq
肌,ci
肓,huaon
肖,siau
肘,tseu
肚,du
肚,tu
肚皮射,du bi za
肚裏射,du li za
肚里射,du li za
肛,kaon
肛,kon
肜,tshen
肜,yon
肝,koe
肟,u
肠,zan
股,ku
股長,ku tsan
股长,ku tsan
肢,tsy
肤,fu
肥,vi
肥,bi
肥仔,vi tse
肥皂,bi zau
肩,ci
肪,faon
肫,tsen
肭,neq
肮,aon
肮,ghaon
肯,khen
肱,kon
育,yoq
育,yuq
肴,yau
肷,chi
肸,shi
肺,fi
肼,tsin
肽,tha
肾,zen
肿,tson
肿大,tson du
胀,tsan
胁,shiq
胁,yaq
胂,sen
胃,we
胄,zeu
胆,te
胈,baq
背,pe
背,be
背个,be gheq
背书,be sy
背個,be gheq
背書,be sy
背誦,be zon
背诵,be zon
胍,ko
胍,kua
胎,the
胖,phaon
胖仔,phaon tse
胗,tsen
胙,zu
胚,phe
胛,kaq
胛,ciaq
胜,sen
胜仗,sen tsan
胝,tsy
胞,pau
胠,chiu
胡,wu
胣,tshy
胤,yin
胥,si
胥,siu
胧,lon
胨,ton
胩,kha
胪,lu
胫,cin
胬,nu
胭,i
胮,phaon
胯,kho
胰,yi
胱,kuaon
胲,he
胳,keq
胳,koq
胴,don
胶,kau
胶,ciau
胶卷,ciau cioe
胶卷,kau cioe
胶州,ciau tseu
胸,shion
胺,oe
胼,bi
能,nen
能長能大,nen zan nen du
能长能大,nen zan nen du
脂,tsy
脅,shiq
脅,yaq
脆,tshoe
脈,maq
脉,maq
脊,tsiq
脍,kue
脎,saq
脏,tsaon
脏,zaon
脐,zi
脑,nau
脒,mi
脓,non
脔,loe
脖,beq
脗,min
脘,we
脚,ciaq
脚膀,ciaq phaon
脛,cin
脞,tshu
脣,zen
脩,sieu
脫,theq
脬,phau
脯,bu
脯,fu
脱,theq
脲,gniau
脶,lu
脸,li
脹,tsan
脾,bi
脾家,bi cia
脿,piau
腁,bi
腃,jioe
腆,thi
腈,zin
腈,tsin
腈肉,tsin gnioq
腊,laq
腊,siq
腋,yiq
腌,i
腎,zen
腐,vu
腐,wu
腑,fu
腒,ciu
腓,vi
腔,chian
腕,uoe
腖,ton
腘,kuaq
腙,tson
腚,din
腠,tsheu
腡,lu
腥,sin
腦,nau
腧,sy
腨,zoe
腩,noe
腫,tson
腫大,tson du
腭,ngoq
腮,se
腯,deq
腰,iau
腱,ji
腳,ciaq
腴,yu
腸,zan
腹,foq
腺,si
腻,gni
腼,mi
腽,ueq
腾,den
腿,the
膀,paon
膀,phaon
膀,baon
膀胱,baon kuaon
膀胱,paon kuaon
膀酸脚软,phaon soe ciaq gnioe
膁,chi
膂,liu
膈,kaq
膊,poq
膏,kau
膑,bin
膕,kuaq
膘,piau
膙,cian
膚,fu
膛,daon
膜,moq
膝,siq
膠,kau
膠,ciau
膠卷,ciau cioe
膠卷,kau cioe
膠州,ciau tseu
膦,lin
膨,ban
膨大,ban du
膩,gni
膪,tsho
膯,ten
膳,zoe
膺,in
膻,se
膻,de
膽,te
膾,kue
膿,non
臀,den
臁,li
臂,pi
臃,ion
臆,i
臉,li
臊,sau
臌,ku
臍,zi
臏,bin
臑,nau
臖,shin
臘,laq
臚,lu
臜,tse
臟,zaon
臠,loe
臢,tse
臣,zen
臥,ngu
臧,tsaon
臧否,tsaon phi
臨,lin
臨死,lin si
臨死,lin sy
自,zy
自家,zy cia
自家,zy ka
自家人,zy ka gnin
自家道理,zy ka dau li
自省,zy sin
臬,gniq
臭,tsheu
臭要死,tsheu iau si
至,tsy
至日,tsy zeq
致,tsy
臺,de
臺長,de tsan
臻,tsen
臼,jieu
臾,yu
舀,yau
舁,yu
舂,tshon
舄,siq
舅,jieu
舆,yu
與,yu
與日,yu zeq
興,shin
舉,ciu
舉家,ciu cia
舊,jieu
舊家,jieu cia
舋,shin
舌,zeq
舌苔,zeq the
舍,so
舍,se
舍,soe
舐,zy
舒,sy
舔,thi
舖,phu
舙,gho
舛,tshoe
舜,sen
舞,vu
舞,wu
舟,tseu
舢,se
舣,gni
舥,pho
舨,pe
航,ghaon
舫,faon
般,pe
舭,pi
舯,tson
舰,khe
舰,cie
舰长,khe tsan
舱,tshaon
舲,lin
舳,zoq
舴,tsaq
舵,du
舶,phaq
舷,yi
舸,ku
船,zoe
船家,zoe cia
船長,zoe tsan
船长,zoe tsan
舺,ciaq
舻,lu
舾,si
艄,sau
艅,yu
艇,thin
艇長,thin tsan
艇长,thin tsan
艉,vi
艋,man
艋,men
艎,waon
艏,seu
艘,seu
艘,sau
艙,tshaon
艚,zau
艟,tshon
艣,lu
艤,gni
艦,khe
艦,cie
艦長,khe tsan
艨,mon
艪,lu
艫,lu
艮,ken
良,lian
良家,lian cia
艰,ci
艱,ci
色,seq
色拉,seq laq
色拉,seq la
艳,yi
艴,beq
艷,yi
艸,tshau
艹,tshau
艺,gni
艽,jieu
艽,kau
艾,nge
艿,na
节,tsiq
节日,tsiq zeq
芃,bon
芄,woe
芈,mi
芊,tshi
芋,yu
芍,zaq
芎,chion
芏,du
芑,chi
芒,maon
芗,shian
芘,bi
芙,vu
芜,wu
芝,tsy
芟,se
芠,ven
芡,chi
芣,veu
芤,kheu
芥,ka
芦,lu
芨,ciq
芩,jin
芪,ji
芫,gnioe
芬,fen
芭,pa
芭,po
芭乐,pa yaq
芭樂,pa yaq
芮,zoe
芯,sin
芰,ji
花,ho
花,hua
芳,faon
芴,veq
芷,tsy
芸,yon
芸,yun
芹,jin
芻,tshy
芼,mau
芽,nga
芽,ya
芾,fi
芾,feq
苁,tson
苄,bi
苇,we
苈,liq
苉,phiq
苊,eq
苋,shi
苌,zan
苍,tshaon
苎,zy
苏,su
苑,ioe
苒,zoe
苓,lin
苔,de
苔,the
苕,diau
苗,miau
苘,chin
苛,khu
苜,moq
苞,pau
苟,keu
苠,min
苡,i
苣,ciu
苤,phi
若,zaq
苦,khu
苦参,khu sen
苦度,khu du
苧,zy
苫,soe
苯,pen
英,in
英日,in zeq
苴,tsiu
苷,koe
苹,bin
苻,vu
苼,sen
苼,zoe
苾,biq
茀,feq
茁,tsoq
茂,meu
茂,mau
范,ve
茄,ga
茄,jia
茄克,jia kheq
茅,mau
茆,mau
茈,tsy
茉,meq
茋,tsy
茌,zy
茍,keu
茎,cin
茏,lon
茑,gniau
茑,tiau
茓,yoq
茓,yuq
茔,yin
茔,yon
茕,jion
茗,min
茘,liq
茚,in
茛,ken
茜,tshi
茝,tshe
茝,tsy
茧,ci
茨,zy
茫,maon
茬,tsha
茭,kau
茯,voq
茱,tsy
茲,tsy
茳,kaon
茴,we
茵,in
茶,zo
茸,gnion
茸,zon
茹,zy
茹,lu
茺,tshon
茻,maon
茼,don
茽,zon
荀,shion
荀,shiun
荀,sin
荁,woe
荃,tshi
荄,ke
荆,cin
荇,ghan
草,tshau
草率,tshau se
草行,tshau ghaon
荊,cin
荏,zen
荐,tsi
荐,zi
荑,yi
荑,di
荒,huaon
荓,bin
荔,liq
荖,lau
荙,daq
荚,ciaq
荚,ciq
荛,gniau
荛,zau
荜,piq
荞,jiau
荟,ue
荠,zi
荡,daon
荡嘴巴,daon tsy po
荣,yon
荤,huen
荥,yin
荦,loq
荧,yin
荧,yon
荨,zin
荩,zin
荪,sen
荫,in
荬,ma
荭,ghon
药,yaq
药行,yaq ghaon
荳,deu
荷,wu
荷,hu
荸,beq
荻,diq
荼,du
荽,soe
莅,li
莅,liq
莆,bu
莉,li
莊,tsaon
莎,so
莎,sa
莒,ciu
莓,me
莖,cin
莘,sin
莙,cion
莙,ciun
莛,din
莜,diau
莝,tshu
莞,kuoe
莞,woe
莠,yeu
莢,ciaq
莢,ciq
莧,shi
莨,liaon
莨,laon
莩,biau
莩,fu
莪,ngu
莫,moq
莰,khe
莱,le
莲,li
莳,zy
莴,u
莶,si
获,weq
莸,yeu
莹,yin
莹,yon
莺,in
莼,zen
莽,maon
莿,tshy
菀,uoe
菁,tsin
菂,tiq
菅,ci
菇,ku
菉,loq
菊,cioq
菊,ciuq
菌,cion
菌,chiun
菌,ciun
菍,gnin
菍,gniq
菏,wu
菔,voq
菖,tshaon
菘,son
菜,tshe
菝,baq
菟,du
菟,thu
菠,pu
菡,ghoe
菢,bau
菥,siq
菩,bu
菪,daon
華,gho
華,ho
華,wa
菰,ku
菱,lin
菲,fi
菸,i
菹,tsu
菼,the
菽,soq
萁,ji
萃,tshoe
萄,dau
萆,pi
萇,zan
萊,le
萋,tshi
萌,men
萍,bin
萎,ue
萏,doe
萑,woe
萘,naq
萚,thoq
萜,thiq
萝,lu
萞,pi
萣,din
萤,yin
萤,yon
营,yin
营,yon
营长,yin tsan
萦,in
萧,siau
萧乾,siau ji
萨,saq
萨伊,saq i
萩,tshieu
萬,ve
萬,me
萬個,ve ku
萬子,me tsy
萬望,ve waon
萬行,ve ghaon
萱,shioe
萱,si
萳,noe
萵,u
萸,yu
萹,pi
萼,ngoq
落,loq
葆,pau
葉,yiq
葎,liq
葑,fon
葒,ghon
葓,ghon
葖,deq
著,tsy
著,tsaq
著,zaq
葙,sian
葚,zen
葛,keq
葜,chiaq
葡,bu
葢,ke
葢,gheq
葢,keq
董,ton
葦,we
葩,pha
葩,pho
葫,wu
葬,tsaon
葭,cia
葭,ka
葯,yaq
葰,tsin
葱,tshon
葳,ue
葴,tsen
葵,gue
葶,din
葷,huen
葸,si
葹,sy
葺,tshiq
蒂,ti
蒄,kuoe
蒇,tshoe
蒈,kha
蒉,gue
蒉,khe
蒉,khua
蒋,tsian
蒌,leu
蒎,pha
蒐,seu
蒓,zen
蒔,zy
蒗,laon
蒙,mon
蒙,mon
蒜,soe
蒞,li
蒞,liq
蒟,jiu
蒡,paon
蒨,tshi
蒯,khua
蒱,bu
蒲,bu
蒴,soq
蒸,tsen
蒹,ci
蒺,ziq
蒻,zaq
蒼,tshaon
蒽,en
蒿,hau
蓀,sen
蓁,tsen
蓂,min
蓂,miq
蓄,shioq
蓄,shiuq
蓆,ziq
蓇,kueq
蓉,yon
蓊,on
蓋,ke
蓍,sy
蓏,lu
蓐,gnioq
蓐,zoq
蓑,su
蓓,be
蓖,pi
蓝,le
蓟,ci
蓠,li
蓢,laon
蓣,yu
蓥,yin
蓦,maq
蓪,thon
蓬,bon
蓮,li
蓯,tson
蓰,si
蓱,bin
蓴,zen
蓼,liau
蓽,piq
蓿,soq
蔀,bu
蔃,jian
蔄,mi
蔈,piau
蔊,hoe
蔌,soq
蔑,miq
蔓,me
蔔,boq
蔗,tso
蔘,sen
蔚,we
蔞,leu
蔟,tshoq
蔡,tsha
蔣,tsian
蔥,tshon
蔦,gniau
蔦,tiau
蔫,i
蔬,su
蔭,in
蔷,zian
蔷薇,zian vi
蔷薇树,zian bi zy
蔷薇花,zian bi ho
蔸,teu
蔹,li
蔺,lin
蔻,kheu
蔼,e
蔽,pi
蕁,zin
蕃,ve
蕆,tshoe
蕈,zin
蕉,tsiau
蕊,zoe
蕊,gniu
蕊头,gniu deu
蕊頭,gniu deu
蕎,jiau
蕒,ma
蕕,yeu
蕖,jiu
蕗,lu
蕘,gniau
蕘,zau
蕙,we
蕞,zoe
蕢,gue
蕢,khe
蕢,khua
蕤,zoe
蕨,cioq
蕨,ciuq
蕩,daon
蕪,wu
蕭,siau
蕭乾,siau ji
蕰,ion
蕰,iun
蕰,uen
蕲,ji
蕴,ion
蕴,iun
蕴,uen
蕷,yu
蕹,on
蕺,tsiq
蕻,hon
蕾,le
薁,ioq
薄,boq
薄,bu
薄荷,bu wu
薅,hau
薇,bi
薇,vi
薈,ue
薊,ci
薌,shian
薏,i
薐,len
薑,cian
薔,zian
薔薇,zian vi
薔薇樹,zian bi zy
薔薇花,zian bi ho
薘,daq
薙,thi
薙,zy
薛,siq
薜,bi
薟,si
薢,gha
薢,ka
薤,gha
薤,ya
薦,tsi
薨,hon
薩,saq
薩伊,saq i
薪,sin
薮,seu
薯,zy
薰,shion
薰,shiun
薳,we
薳,yoe
薷,zy
薸,biau
薹,de
薺,zi
薿,gni
藁,kau
藉,ziq
藉,tsia
藍,le
藎,zin
藏,zaon
藏,zan
藐,miau
藓,si
藕,ngeu
藜,li
藝,gni
藟,le
藠,ciau
藤,den
藥,yaq
藥行,yaq ghaon
藦,mu
藨,piau
藩,ve
藪,seu
藶,liq
藷,zy
藹,e
藺,lin
藻,tsau
藿,hoq
蘀,thoq
蘄,ji
蘅,ghen
蘆,lu
蘇,su
蘊,ion
蘊,iun
蘊,uen
蘋,bin
蘑,mo
蘑,mu
蘖,gniq
蘗,gniq
蘘,gnian
蘚,si
蘞,li
蘢,lon
蘧,jiu
蘩,ve
蘭,le
蘶,we
蘸,tse
蘺,li
蘼,mi
蘿,lu
虉,gniq
虍,hu
虎,hu
虎仔,hu tse
虏,lu
虐,gniaq
虑,liu
虒,sy
虓,hau
虔,ji
處,tshy
處長,tshy tsan
虚,shiu
虛,shiu
虜,lu
虞,gniu
虞,yu
號,ghau
虢,kuaq
虤,nge
虧,khue
虧,chiu
虧得,chiu teq
虫,zon
虬,jieu
虮,ci
虯,jieu
虱,seq
虷,ghoe
虸,tsy
虹,ghon
虹,kaon
虺,hue
虻,maon
虼,keq
虽,soe
虽大,soe du
虾,ho
虾,hoe
虿,tsha
蚀,zeq
蚁,gni
蚂,mo
蚄,faon
蚆,po
蚊,men
蚊,ven
蚋,zoe
蚌,ban
蚍,phi
蚓,yin
蚕,zoe
蚘,we
蚜,nga
蚜,ya
蚝,ghau
蚣,kon
蚤,tsau
蚧,ka
蚧,cia
蚨,vu
蚩,tshy
蚪,teu
蚬,shi
蚯,chieu
蚰,yeu
蚱,tsaq
蚲,bin
蚴,ieu
蚶,hoe
蚺,zoe
蚾,po
蛀,tsy
蛃,pin
蛄,ku
蛅,ze
蛆,tshiu
蛆,tshi
蛇,zo
蛉,lin
蛊,ku
蛋,de
蛎,li
蛏,tshen
蛐,chioq
蛐,chiuq
蛑,meu
蛓,tshy
蛔,we
蛘,yan
蛙,o
蛙,ua
蛛,tsy
蛞,khueq
蛟,ciau
蛤,keq
蛩,jion
蛭,tseq
蛮,me
蛮,me
蛮多,me tu
蛮大,me du
蛮方便,me faon bi
蛮热,me gniq
蛮结棍,me ciq kuen
蛰,zeq
蛱,kaq
蛲,gniau
蛳,sy
蛴,zi
蛸,sau
蛸,siau
蛹,ion
蛺,kaq
蛻,thoe
蛾,ngu
蜀,zoq
蜂,fon
蜃,zen
蜆,shi
蜇,zeq
蜈,wu
蜉,veu
蜉,vu
蜊,li
蜍,zy
蜎,ioe
蜐,ciq
蜒,yi
蜓,din
蜕,thoe
蜗,ku
蜘,tsy
蜚,fi
蜜,miq
蜞,ji
蜡,laq
蜡,zo
蜢,man
蜣,chian
蜥,siq
蜩,diau
蜮,yoq
蜮,yuq
蜱,bi
蜴,yiq
蜷,jioe
蜻,sin
蜻,tshin
蜾,ku
蜿,uoe
蝀,ton
蝇,in
蝈,kuaq
蝉,zoe
蝌,khu
蝍,tsiq
蝎,shiq
